label_name	bbox_x	bbox_y	bbox_width	bbox_height	image_name	image_width	image_height
sp06	1030	770	33	41	sp06_img34.jpg	2444	2582
sp06	1061	768	15	24	sp06_img34.jpg	2444	2582
sp06	1071	739	39	52	sp06_img34.jpg	2444	2582
sp06	1239	821	36	47	sp06_img34.jpg	2444	2582
sp06	1138	1054	17	33	sp06_img34.jpg	2444	2582
sp06	1157	1049	33	49	sp06_img34.jpg	2444	2582
sp06	1280	915	52	47	sp06_img34.jpg	2444	2582
sp06	1275	867	50	46	sp06_img34.jpg	2444	2582
sp06	1364	850	40	44	sp06_img34.jpg	2444	2582
sp06	1330	749	56	51	sp06_img34.jpg	2444	2582
sp06	1392	898	27	30	sp06_img34.jpg	2444	2582
sp06	1417	809	47	41	sp06_img34.jpg	2444	2582
sp06	1372	673	41	44	sp06_img34.jpg	2444	2582
sp06	1359	627	35	46	sp06_img34.jpg	2444	2582
sp06	1403	626	38	44	sp06_img34.jpg	2444	2582
sp06	1480	693	21	21	sp06_img34.jpg	2444	2582
sp06	1501	681	38	28	sp06_img34.jpg	2444	2582
sp06	1485	711	36	36	sp06_img34.jpg	2444	2582
sp06	1472	761	37	40	sp06_img34.jpg	2444	2582
sp06	1574	740	37	38	sp06_img34.jpg	2444	2582
sp06	1574	684	49	42	sp06_img34.jpg	2444	2582
sp06	1402	1050	41	61	sp06_img34.jpg	2444	2582
sp06	1517	992	29	41	sp06_img34.jpg	2444	2582
sp06	1452	915	51	63	sp06_img34.jpg	2444	2582
sp06	1546	962	48	60	sp06_img34.jpg	2444	2582
sp06	1546	1042	54	65	sp06_img34.jpg	2444	2582
sp06	1382	247	23	39	sp06_img34.jpg	2444	2582
sp06	1478	285	31	41	sp06_img34.jpg	2444	2582
sp06	1429	294	28	60	sp06_img34.jpg	2444	2582
sp06	1396	313	30	42	sp06_img34.jpg	2444	2582
sp06	1440	358	31	46	sp06_img34.jpg	2444	2582
sp06	1467	370	18	40	sp06_img34.jpg	2444	2582
sp06	1485	367	20	29	sp06_img34.jpg	2444	2582
sp06	1501	375	21	35	sp06_img34.jpg	2444	2582
sp06	1474	403	35	35	sp06_img34.jpg	2444	2582
sp06	1470	433	30	37	sp06_img34.jpg	2444	2582
sp06	1492	328	34	40	sp06_img34.jpg	2444	2582
sp06	1528	351	30	39	sp06_img34.jpg	2444	2582
sp06	1559	332	34	35	sp06_img34.jpg	2444	2582
sp06	1556	369	34	26	sp06_img34.jpg	2444	2582
sp06	1607	334	38	37	sp06_img34.jpg	2444	2582
sp06	1585	376	27	34	sp06_img34.jpg	2444	2582
sp06	1570	393	23	24	sp06_img34.jpg	2444	2582
sp06	1608	382	46	55	sp06_img34.jpg	2444	2582
sp06	1650	395	27	37	sp06_img34.jpg	2444	2582
sp06	1622	438	36	35	sp06_img34.jpg	2444	2582
sp06	1572	418	29	29	sp06_img34.jpg	2444	2582
sp06	1556	436	31	28	sp06_img34.jpg	2444	2582
sp06	1518	419	37	38	sp06_img34.jpg	2444	2582
sp06	1522	455	35	27	sp06_img34.jpg	2444	2582
sp06	1496	478	29	34	sp06_img34.jpg	2444	2582
sp06	1759	412	43	38	sp06_img34.jpg	2444	2582
sp06	1692	448	44	27	sp06_img34.jpg	2444	2582
sp06	1701	476	33	28	sp06_img34.jpg	2444	2582
sp06	1465	578	24	25	sp06_img34.jpg	2444	2582
sp06	1475	551	27	31	sp06_img34.jpg	2444	2582
sp06	1503	542	28	33	sp06_img34.jpg	2444	2582
sp06	1522	589	36	37	sp06_img34.jpg	2444	2582
sp06	1546	526	16	22	sp06_img34.jpg	2444	2582
sp06	1552	488	22	40	sp06_img34.jpg	2444	2582
sp06	1584	487	16	36	sp06_img34.jpg	2444	2582
sp06	1600	484	28	28	sp06_img34.jpg	2444	2582
sp06	1605	513	17	28	sp06_img34.jpg	2444	2582
sp06	1567	522	30	44	sp06_img34.jpg	2444	2582
sp06	1632	506	20	24	sp06_img34.jpg	2444	2582
sp06	1609	525	22	31	sp06_img34.jpg	2444	2582
sp06	1625	542	27	38	sp06_img34.jpg	2444	2582
sp06	1650	532	27	44	sp06_img34.jpg	2444	2582
sp06	1658	518	27	24	sp06_img34.jpg	2444	2582
sp06	1653	489	33	33	sp06_img34.jpg	2444	2582
sp06	1688	518	38	40	sp06_img34.jpg	2444	2582
sp06	1730	506	33	41	sp06_img34.jpg	2444	2582
sp06	1766	553	38	40	sp06_img34.jpg	2444	2582
sp06	1673	573	31	21	sp06_img34.jpg	2444	2582
sp06	1661	593	25	37	sp06_img34.jpg	2444	2582
sp06	1687	596	28	37	sp06_img34.jpg	2444	2582
sp06	1599	599	24	43	sp06_img34.jpg	2444	2582
sp06	1573	590	25	34	sp06_img34.jpg	2444	2582
sp06	1716	640	36	36	sp06_img34.jpg	2444	2582
sp06	1804	612	49	38	sp06_img34.jpg	2444	2582
sp06	1650	766	46	53	sp06_img34.jpg	2444	2582
sp06	1636	829	46	50	sp06_img34.jpg	2444	2582
sp06	1698	847	44	53	sp06_img34.jpg	2444	2582
sp06	1743	779	38	48	sp06_img34.jpg	2444	2582
sp06	1783	758	30	42	sp06_img34.jpg	2444	2582
sp06	1780	698	41	46	sp06_img34.jpg	2444	2582
sp06	1829	732	46	50	sp06_img34.jpg	2444	2582
sp06	1837	784	51	51	sp06_img34.jpg	2444	2582
sp06	1850	1111	35	36	sp06_img34.jpg	2444	2582
sp06	1847	1134	35	49	sp06_img34.jpg	2444	2582
sp06	1854	1297	39	49	sp06_img34.jpg	2444	2582
sp06	1500	1261	24	36	sp06_img34.jpg	2444	2582
sp06	1465	1278	37	44	sp06_img34.jpg	2444	2582
sp06	1417	1261	33	47	sp06_img34.jpg	2444	2582
sp06	1367	1176	34	35	sp06_img34.jpg	2444	2582
sp06	1370	1212	34	28	sp06_img34.jpg	2444	2582
sp06	1299	1169	39	52	sp06_img34.jpg	2444	2582
sp06	1268	1141	35	39	sp06_img34.jpg	2444	2582
sp06	1240	1206	39	39	sp06_img34.jpg	2444	2582
sp06	1239	1265	35	36	sp06_img34.jpg	2444	2582
sp06	1248	1301	18	21	sp06_img34.jpg	2444	2582
sp06	1280	1248	42	54	sp06_img34.jpg	2444	2582
sp06	1066	1250	53	74	sp06_img34.jpg	2444	2582
sp06	926	1291	43	46	sp06_img34.jpg	2444	2582
sp06	883	1281	40	60	sp06_img34.jpg	2444	2582
sp06	852	1216	34	53	sp06_img34.jpg	2444	2582
sp06	887	1214	35	36	sp06_img34.jpg	2444	2582
sp06	893	1245	43	28	sp06_img34.jpg	2444	2582
sp06	780	1253	33	41	sp06_img34.jpg	2444	2582
sp06	746	1312	38	51	sp06_img34.jpg	2444	2582
sp06	785	1329	27	43	sp06_img34.jpg	2444	2582
sp06	851	1363	36	40	sp06_img34.jpg	2444	2582
sp06	841	1428	36	36	sp06_img34.jpg	2444	2582
sp06	858	1474	28	37	sp06_img34.jpg	2444	2582
sp06	872	1343	31	38	sp06_img34.jpg	2444	2582
sp06	929	1363	57	59	sp06_img34.jpg	2444	2582
sp06	997	1343	46	54	sp06_img34.jpg	2444	2582
sp06	604	1505	27	34	sp06_img34.jpg	2444	2582
sp06	583	1529	33	33	sp06_img34.jpg	2444	2582
sp06	667	1561	40	42	sp06_img34.jpg	2444	2582
sp06	728	1522	35	46	sp06_img34.jpg	2444	2582
sp06	746	1584	37	39	sp06_img34.jpg	2444	2582
sp06	689	1600	27	30	sp06_img34.jpg	2444	2582
sp06	676	1622	29	26	sp06_img34.jpg	2444	2582
sp06	683	1646	30	26	sp06_img34.jpg	2444	2582
sp06	718	1633	46	44	sp06_img34.jpg	2444	2582
sp06	711	1684	49	47	sp06_img34.jpg	2444	2582
sp06	773	1671	43	43	sp06_img34.jpg	2444	2582
sp06	807	1692	36	44	sp06_img34.jpg	2444	2582
sp06	897	1670	42	53	sp06_img34.jpg	2444	2582
sp06	855	1592	28	40	sp06_img34.jpg	2444	2582
sp06	890	1583	28	38	sp06_img34.jpg	2444	2582
sp06	914	1516	41	29	sp06_img34.jpg	2444	2582
sp06	925	1543	35	27	sp06_img34.jpg	2444	2582
sp06	975	1538	35	44	sp06_img34.jpg	2444	2582
sp06	1017	1556	28	35	sp06_img34.jpg	2444	2582
sp06	934	1586	24	34	sp06_img34.jpg	2444	2582
sp06	951	1569	30	31	sp06_img34.jpg	2444	2582
sp06	948	1607	30	43	sp06_img34.jpg	2444	2582
sp06	978	1596	31	47	sp06_img34.jpg	2444	2582
sp06	1011	1600	25	46	sp06_img34.jpg	2444	2582
sp06	1083	1558	46	42	sp06_img34.jpg	2444	2582
sp06	1265	1492	44	70	sp06_img34.jpg	2444	2582
sp06	1220	1362	36	70	sp06_img34.jpg	2444	2582
sp06	1311	1378	54	66	sp06_img34.jpg	2444	2582
sp06	1430	1453	61	70	sp06_img34.jpg	2444	2582
sp06	1602	1389	33	49	sp06_img34.jpg	2444	2582
sp06	1637	1412	29	37	sp06_img34.jpg	2444	2582
sp06	1626	1470	28	43	sp06_img34.jpg	2444	2582
sp06	1560	1518	33	28	sp06_img34.jpg	2444	2582
sp06	1368	1556	35	53	sp06_img34.jpg	2444	2582
sp06	1400	1575	41	55	sp06_img34.jpg	2444	2582
sp06	1311	1680	40	51	sp06_img34.jpg	2444	2582
sp06	1492	1667	35	41	sp06_img34.jpg	2444	2582
sp06	1528	1639	34	57	sp06_img34.jpg	2444	2582
sp06	1563	1638	24	40	sp06_img34.jpg	2444	2582
sp06	1587	1639	30	42	sp06_img34.jpg	2444	2582
sp06	1580	1606	39	30	sp06_img34.jpg	2444	2582
sp06	1590	1561	34	40	sp06_img34.jpg	2444	2582
sp06	1562	1545	29	33	sp06_img34.jpg	2444	2582
sp06	1057	2404	42	53	sp06_img34.jpg	2444	2582
sp06	1148	2425	39	47	sp06_img34.jpg	2444	2582
sp06	1218	2426	30	22	sp06_img34.jpg	2444	2582
sp06	1252	2421	20	31	sp06_img34.jpg	2444	2582
sp06	1221	2382	44	48	sp06_img34.jpg	2444	2582
sp06	1100	2326	39	50	sp06_img34.jpg	2444	2582
sp06	872	2338	51	43	sp06_img34.jpg	2444	2582
sp06	786	2235	43	62	sp06_img34.jpg	2444	2582
sp06	819	2045	41	56	sp06_img34.jpg	2444	2582
sp06	867	2011	47	65	sp06_img34.jpg	2444	2582
sp06	918	2056	49	43	sp06_img34.jpg	2444	2582
sp06	925	2115	52	55	sp06_img34.jpg	2444	2582
sp06	910	2223	46	60	sp06_img34.jpg	2444	2582
sp06	537	2145	56	59	sp06_img34.jpg	2444	2582
sp06	654	2046	41	42	sp06_img34.jpg	2444	2582
sp06	678	1975	49	68	sp06_img34.jpg	2444	2582
sp06	637	2000	38	40	sp06_img34.jpg	2444	2582
sp06	601	1990	37	59	sp06_img34.jpg	2444	2582
sp06	559	1984	47	52	sp06_img34.jpg	2444	2582
sp06	1298	2212	29	40	sp06_img34.jpg	2444	2582
sp06	1161	2058	40	54	sp06_img34.jpg	2444	2582
sp06	1081	2044	29	33	sp06_img34.jpg	2444	2582
sp06	1037	2072	39	38	sp06_img34.jpg	2444	2582
sp06	1020	2110	36	46	sp06_img34.jpg	2444	2582
sp06	1056	2123	26	28	sp06_img34.jpg	2444	2582
sp06	1084	2146	42	50	sp06_img34.jpg	2444	2582
sp06	1119	1948	40	49	sp06_img34.jpg	2444	2582
sp06	1041	1905	38	40	sp06_img34.jpg	2444	2582
sp06	1077	1936	33	44	sp06_img34.jpg	2444	2582
sp06	1037	1979	49	49	sp06_img34.jpg	2444	2582
sp06	846	1892	37	50	sp06_img34.jpg	2444	2582
sp06	797	1891	35	34	sp06_img34.jpg	2444	2582
sp06	793	1922	34	31	sp06_img34.jpg	2444	2582
sp06	754	1920	46	48	sp06_img34.jpg	2444	2582
sp06	754	1823	46	61	sp06_img34.jpg	2444	2582
sp06	691	1798	42	46	sp06_img34.jpg	2444	2582
sp06	635	1805	40	51	sp06_img34.jpg	2444	2582
sp06	605	1743	30	50	sp06_img34.jpg	2444	2582
sp06	637	1733	42	49	sp06_img34.jpg	2444	2582
sp06	734	1744	39	47	sp06_img34.jpg	2444	2582
sp06	832	1729	36	53	sp06_img34.jpg	2444	2582
sp06	1197	1824	49	60	sp06_img34.jpg	2444	2582
sp06	1250	1808	26	41	sp06_img34.jpg	2444	2582
sp06	1349	1826	30	35	sp06_img34.jpg	2444	2582
sp06	1319	1760	40	42	sp06_img34.jpg	2444	2582
sp06	1311	1799	44	40	sp06_img34.jpg	2444	2582
sp06	1459	1742	55	65	sp06_img34.jpg	2444	2582
sp06	1298	1912	39	46	sp06_img34.jpg	2444	2582
sp06	1495	1915	35	34	sp06_img34.jpg	2444	2582
sp06	1522	2242	46	54	sp06_img34.jpg	2444	2582
sp06	1454	2174	27	39	sp06_img34.jpg	2444	2582
sp06	1436	2207	25	38	sp06_img34.jpg	2444	2582
sp06	1363	2196	31	40	sp06_img34.jpg	2444	2582
sp06	1341	2225	34	39	sp06_img34.jpg	2444	2582
sp06	1336	2262	30	42	sp06_img34.jpg	2444	2582
sp06	1371	2289	39	46	sp06_img34.jpg	2444	2582
sp06	1403	2260	35	38	sp06_img34.jpg	2444	2582
sp06	1581	2354	41	46	sp06_img34.jpg	2444	2582
sp06	1671	2303	47	50	sp06_img34.jpg	2444	2582
sp06	1496	2088	37	51	sp06_img34.jpg	2444	2582
sp06	1528	2127	26	44	sp06_img34.jpg	2444	2582
sp06	1537	2101	37	34	sp06_img34.jpg	2444	2582
sp06	1554	2077	26	20	sp06_img34.jpg	2444	2582
sp06	1551	2057	26	17	sp06_img34.jpg	2444	2582
sp06	1526	2005	46	56	sp06_img34.jpg	2444	2582
sp06	1595	2035	46	36	sp06_img34.jpg	2444	2582
sp06	1588	2074	33	38	sp06_img34.jpg	2444	2582
sp06	1612	2125	42	49	sp06_img34.jpg	2444	2582
sp06	1803	2283	56	40	sp06_img34.jpg	2444	2582
sp06	1318	2457	41	31	sp06_img34.jpg	2444	2582
sp06	1645	1497	43	31	sp06_img34.jpg	2444	2582
sp06	1682	1466	47	49	sp06_img34.jpg	2444	2582
sp06	1737	1484	43	41	sp06_img34.jpg	2444	2582
sp06	1754	1523	41	47	sp06_img34.jpg	2444	2582
sp06	1798	1460	37	48	sp06_img34.jpg	2444	2582
sp06	1650	1529	42	40	sp06_img34.jpg	2444	2582
sp06	1689	1542	34	34	sp06_img34.jpg	2444	2582
sp06	1691	1571	34	31	sp06_img34.jpg	2444	2582
sp06	1665	1577	37	36	sp06_img34.jpg	2444	2582
sp06	1625	1591	42	40	sp06_img34.jpg	2444	2582
sp06	1628	1627	23	22	sp06_img34.jpg	2444	2582
sp06	1667	1618	37	37	sp06_img34.jpg	2444	2582
sp06	1708	1638	29	34	sp06_img34.jpg	2444	2582
sp06	1704	1677	41	41	sp06_img34.jpg	2444	2582
sp06	1727	1716	35	46	sp06_img34.jpg	2444	2582
sp06	1663	1697	33	28	sp06_img34.jpg	2444	2582
sp06	1670	1723	37	48	sp06_img34.jpg	2444	2582
sp06	1636	1712	36	46	sp06_img34.jpg	2444	2582
sp06	1583	1704	30	47	sp06_img34.jpg	2444	2582
sp06	1550	1692	30	34	sp06_img34.jpg	2444	2582
sp06	1525	1706	23	29	sp06_img34.jpg	2444	2582
sp06	1554	1723	18	29	sp06_img34.jpg	2444	2582
sp06	1526	1727	27	36	sp06_img34.jpg	2444	2582
sp06	1637	1761	30	36	sp06_img34.jpg	2444	2582
sp06	1734	1782	36	42	sp06_img34.jpg	2444	2582
sp06	1497	1844	20	49	sp06_img34.jpg	2444	2582
sp06	1518	1840	17	51	sp06_img34.jpg	2444	2582
sp06	1535	1809	40	56	sp06_img34.jpg	2444	2582
sp06	1597	1827	35	37	sp06_img34.jpg	2444	2582
sp06	1577	1844	27	43	sp06_img34.jpg	2444	2582
sp06	1557	1875	27	44	sp06_img34.jpg	2444	2582
sp06	1541	1873	16	34	sp06_img34.jpg	2444	2582
sp06	1588	1953	23	27	sp06_img34.jpg	2444	2582
sp06	1607	1925	35	41	sp06_img34.jpg	2444	2582
sp06	1605	1973	37	51	sp06_img34.jpg	2444	2582
sp06	1683	1924	42	64	sp06_img34.jpg	2444	2582
sp06	1648	1915	22	27	sp06_img34.jpg	2444	2582
sp06	1633	1888	31	31	sp06_img34.jpg	2444	2582
sp06	1645	1859	20	25	sp06_img34.jpg	2444	2582
sp06	1662	1849	17	28	sp06_img34.jpg	2444	2582
sp06	1661	1876	31	25	sp06_img34.jpg	2444	2582
sp06	1674	1824	36	42	sp06_img34.jpg	2444	2582
sp06	1719	1860	31	39	sp06_img34.jpg	2444	2582
sp06	1793	1883	40	48	sp06_img34.jpg	2444	2582
sp06	1830	1897	33	40	sp06_img34.jpg	2444	2582
sp06	1875	2198	48	44	sp06_img34.jpg	2444	2582
sp06	1879	1958	51	53	sp06_img34.jpg	2444	2582
sp06	1881	1898	40	47	sp06_img34.jpg	2444	2582
sp06	1921	1872	31	44	sp06_img34.jpg	2444	2582
sp06	1933	1945	63	66	sp06_img34.jpg	2444	2582
sp06	1880	1812	48	40	sp06_img34.jpg	2444	2582
sp06	1901	1780	43	46	sp06_img34.jpg	2444	2582
sp06	1863	1704	61	55	sp06_img34.jpg	2444	2582
sp06	1927	1671	28	36	sp06_img34.jpg	2444	2582
sp06	1948	1703	31	36	sp06_img34.jpg	2444	2582
sp06	1978	1664	33	37	sp06_img34.jpg	2444	2582
sp06	2003	1696	38	46	sp06_img34.jpg	2444	2582
sp06	2026	1676	37	35	sp06_img34.jpg	2444	2582
sp06	2042	1631	47	47	sp06_img34.jpg	2444	2582
sp06	1947	1556	43	66	sp06_img34.jpg	2444	2582
sp06	1935	1404	34	43	sp06_img34.jpg	2444	2582
sp06	2049	1513	33	39	sp06_img34.jpg	2444	2582
sp06	2076	1481	44	46	sp06_img34.jpg	2444	2582
sp06	2226	1455	30	42	sp06_img34.jpg	2444	2582
sp06	2254	1455	46	35	sp06_img34.jpg	2444	2582
sp06	2252	1487	62	53	sp06_img34.jpg	2444	2582
sp06	1902	1337	42	46	sp06_img34.jpg	2444	2582
sp06	1946	1343	44	57	sp06_img34.jpg	2444	2582
sp06	1978	1236	33	38	sp06_img34.jpg	2444	2582
sp06	1995	1186	48	48	sp06_img34.jpg	2444	2582
sp06	2037	1207	37	41	sp06_img34.jpg	2444	2582
sp06	2151	1223	37	47	sp06_img34.jpg	2444	2582
sp06	2188	1235	42	39	sp06_img34.jpg	2444	2582
sp06	2196	1275	38	29	sp06_img34.jpg	2444	2582
sp06	2128	1284	50	54	sp06_img34.jpg	2444	2582
sp06	2288	997	43	62	sp06_img34.jpg	2444	2582
sp06	2271	933	61	50	sp06_img34.jpg	2444	2582
sp06	2189	874	54	57	sp06_img34.jpg	2444	2582
sp06	2192	816	29	37	sp06_img34.jpg	2444	2582
sp06	2222	795	27	56	sp06_img34.jpg	2444	2582
sp06	2253	806	13	25	sp06_img34.jpg	2444	2582
sp06	2151	707	44	67	sp06_img34.jpg	2444	2582
sp06	2064	643	50	54	sp06_img34.jpg	2444	2582
sp06	2040	713	50	52	sp06_img34.jpg	2444	2582
sp06	2094	794	42	57	sp06_img34.jpg	2444	2582
sp06	2013	778	39	47	sp06_img34.jpg	2444	2582
sp06	1993	821	46	47	sp06_img34.jpg	2444	2582
sp06	1917	698	50	61	sp06_img34.jpg	2444	2582
sp06	1890	618	43	47	sp06_img34.jpg	2444	2582
sp06	1947	549	48	40	sp06_img34.jpg	2444	2582
sp06	1967	596	61	60	sp06_img34.jpg	2444	2582
sp06	476	2031	54	84	sp06_img34.jpg	2444	2582
sp06	546	411	51	61	sp06_img35.jpg	2439	2586
sp06	812	340	74	64	sp06_img35.jpg	2439	2586
sp06	859	407	61	47	sp06_img35.jpg	2439	2586
sp06	775	498	77	57	sp06_img35.jpg	2439	2586
sp06	485	535	47	74	sp06_img35.jpg	2439	2586
sp06	425	609	40	57	sp06_img35.jpg	2439	2586
sp06	371	609	54	64	sp06_img35.jpg	2439	2586
sp06	307	647	47	51	sp06_img35.jpg	2439	2586
sp06	294	714	61	64	sp06_img35.jpg	2439	2586
sp06	331	788	51	47	sp06_img35.jpg	2439	2586
sp06	166	859	61	64	sp06_img35.jpg	2439	2586
sp06	54	983	91	77	sp06_img35.jpg	2439	2586
sp06	149	1147	50	59	sp06_img35.jpg	2439	2586
sp06	367	879	61	57	sp06_img35.jpg	2439	2586
sp06	438	850	61	73	sp06_img35.jpg	2439	2586
sp06	466	810	30	34	sp06_img35.jpg	2439	2586
sp06	494	816	32	46	sp06_img35.jpg	2439	2586
sp06	442	761	44	48	sp06_img35.jpg	2439	2586
sp06	505	769	34	50	sp06_img35.jpg	2439	2586
sp06	593	725	42	65	sp06_img35.jpg	2439	2586
sp06	727	600	53	50	sp06_img35.jpg	2439	2586
sp06	836	602	50	51	sp06_img35.jpg	2439	2586
sp06	787	689	42	50	sp06_img35.jpg	2439	2586
sp06	719	784	50	61	sp06_img35.jpg	2439	2586
sp06	684	840	59	50	sp06_img35.jpg	2439	2586
sp06	541	965	36	42	sp06_img35.jpg	2439	2586
sp06	575	959	38	53	sp06_img35.jpg	2439	2586
sp06	66	1238	57	63	sp06_img35.jpg	2439	2586
sp06	34	1347	59	59	sp06_img35.jpg	2439	2586
sp06	177	1262	44	36	sp06_img35.jpg	2439	2586
sp06	192	1291	48	48	sp06_img35.jpg	2439	2586
sp06	226	1321	44	46	sp06_img35.jpg	2439	2586
sp06	200	1365	53	55	sp06_img35.jpg	2439	2586
sp06	260	1337	51	59	sp06_img35.jpg	2439	2586
sp06	385	1121	36	63	sp06_img35.jpg	2439	2586
sp06	418	1135	44	69	sp06_img35.jpg	2439	2586
sp06	359	1179	50	71	sp06_img35.jpg	2439	2586
sp06	410	1222	37	57	sp06_img35.jpg	2439	2586
sp06	476	1222	42	61	sp06_img35.jpg	2439	2586
sp06	505	1173	45	47	sp06_img35.jpg	2439	2586
sp06	516	1113	37	48	sp06_img35.jpg	2439	2586
sp06	545	1097	20	37	sp06_img35.jpg	2439	2586
sp06	559	1098	35	35	sp06_img35.jpg	2439	2586
sp06	570	1057	42	37	sp06_img35.jpg	2439	2586
sp06	624	1077	60	50	sp06_img35.jpg	2439	2586
sp06	608	1136	40	42	sp06_img35.jpg	2439	2586
sp06	552	1145	45	51	sp06_img35.jpg	2439	2586
sp06	552	1212	51	45	sp06_img35.jpg	2439	2586
sp06	559	1256	42	32	sp06_img35.jpg	2439	2586
sp06	546	1293	47	48	sp06_img35.jpg	2439	2586
sp06	413	1294	61	59	sp06_img35.jpg	2439	2586
sp06	352	1356	48	64	sp06_img35.jpg	2439	2586
sp06	393	1381	29	47	sp06_img35.jpg	2439	2586
sp06	413	1364	34	47	sp06_img35.jpg	2439	2586
sp06	432	1410	47	53	sp06_img35.jpg	2439	2586
sp06	628	1307	47	47	sp06_img35.jpg	2439	2586
sp06	669	1214	32	44	sp06_img35.jpg	2439	2586
sp06	700	1234	37	54	sp06_img35.jpg	2439	2586
sp06	767	1142	34	40	sp06_img35.jpg	2439	2586
sp06	788	1092	38	51	sp06_img35.jpg	2439	2586
sp06	781	1212	31	38	sp06_img35.jpg	2439	2586
sp06	757	1239	37	32	sp06_img35.jpg	2439	2586
sp06	740	1259	50	51	sp06_img35.jpg	2439	2586
sp06	725	1297	28	35	sp06_img35.jpg	2439	2586
sp06	747	1312	29	41	sp06_img35.jpg	2439	2586
sp06	767	1332	37	40	sp06_img35.jpg	2439	2586
sp06	800	1315	41	32	sp06_img35.jpg	2439	2586
sp06	791	1272	44	40	sp06_img35.jpg	2439	2586
sp06	851	1364	44	47	sp06_img35.jpg	2439	2586
sp06	912	1616	38	47	sp06_img35.jpg	2439	2586
sp06	824	1738	41	32	sp06_img35.jpg	2439	2586
sp06	824	1688	44	54	sp06_img35.jpg	2439	2586
sp06	867	1684	22	48	sp06_img35.jpg	2439	2586
sp06	778	1654	28	45	sp06_img35.jpg	2439	2586
sp06	723	1629	50	60	sp06_img35.jpg	2439	2586
sp06	722	1764	44	51	sp06_img35.jpg	2439	2586
sp06	555	1564	47	48	sp06_img35.jpg	2439	2586
sp06	554	1613	48	40	sp06_img35.jpg	2439	2586
sp06	577	1654	50	50	sp06_img35.jpg	2439	2586
sp06	494	1612	60	59	sp06_img35.jpg	2439	2586
sp06	485	1684	32	35	sp06_img35.jpg	2439	2586
sp06	523	1751	51	60	sp06_img35.jpg	2439	2586
sp06	403	1752	51	54	sp06_img35.jpg	2439	2586
sp06	438	1665	34	54	sp06_img35.jpg	2439	2586
sp06	404	1711	40	34	sp06_img35.jpg	2439	2586
sp06	397	1672	47	44	sp06_img35.jpg	2439	2586
sp06	334	1622	44	54	sp06_img35.jpg	2439	2586
sp06	136	1591	50	54	sp06_img35.jpg	2439	2586
sp06	306	1490	45	57	sp06_img35.jpg	2439	2586
sp06	355	1505	50	53	sp06_img35.jpg	2439	2586
sp06	360	1574	56	48	sp06_img35.jpg	2439	2586
sp06	230	1676	44	54	sp06_img35.jpg	2439	2586
sp06	123	1722	50	50	sp06_img35.jpg	2439	2586
sp06	196	1900	44	28	sp06_img35.jpg	2439	2586
sp06	195	1928	41	35	sp06_img35.jpg	2439	2586
sp06	287	1881	41	44	sp06_img35.jpg	2439	2586
sp06	502	1957	32	29	sp06_img35.jpg	2439	2586
sp06	243	1988	45	44	sp06_img35.jpg	2439	2586
sp06	321	2054	31	25	sp06_img35.jpg	2439	2586
sp06	318	2010	53	41	sp06_img35.jpg	2439	2586
sp06	290	2035	34	31	sp06_img35.jpg	2439	2586
sp06	336	2130	40	47	sp06_img35.jpg	2439	2586
sp06	573	2255	44	51	sp06_img35.jpg	2439	2586
sp06	671	2291	51	56	sp06_img35.jpg	2439	2586
sp06	627	2142	50	63	sp06_img35.jpg	2439	2586
sp06	599	2041	26	50	sp06_img35.jpg	2439	2586
sp06	624	2033	42	57	sp06_img35.jpg	2439	2586
sp06	554	1984	50	53	sp06_img35.jpg	2439	2586
sp06	519	1995	37	40	sp06_img35.jpg	2439	2586
sp06	486	2012	37	32	sp06_img35.jpg	2439	2586
sp06	488	2063	45	48	sp06_img35.jpg	2439	2586
sp06	535	2057	32	50	sp06_img35.jpg	2439	2586
sp06	757	2133	60	67	sp06_img35.jpg	2439	2586
sp06	722	2070	26	32	sp06_img35.jpg	2439	2586
sp06	718	2026	40	40	sp06_img35.jpg	2439	2586
sp06	750	2060	37	48	sp06_img35.jpg	2439	2586
sp06	782	2045	28	41	sp06_img35.jpg	2439	2586
sp06	795	2033	34	32	sp06_img35.jpg	2439	2586
sp06	794	1990	48	53	sp06_img35.jpg	2439	2586
sp06	801	2082	35	42	sp06_img35.jpg	2439	2586
sp06	835	2066	34	47	sp06_img35.jpg	2439	2586
sp06	863	1902	32	44	sp06_img35.jpg	2439	2586
sp06	879	2038	42	44	sp06_img35.jpg	2439	2586
sp06	889	1995	29	41	sp06_img35.jpg	2439	2586
sp06	920	1982	37	76	sp06_img35.jpg	2439	2586
sp06	958	2023	32	32	sp06_img35.jpg	2439	2586
sp06	969	1994	28	35	sp06_img35.jpg	2439	2586
sp06	964	2053	40	56	sp06_img35.jpg	2439	2586
sp06	1035	2033	51	54	sp06_img35.jpg	2439	2586
sp06	1043	1978	38	54	sp06_img35.jpg	2439	2586
sp06	994	1978	23	34	sp06_img35.jpg	2439	2586
sp06	1006	2013	23	22	sp06_img35.jpg	2439	2586
sp06	1018	1985	19	28	sp06_img35.jpg	2439	2586
sp06	1075	2107	45	42	sp06_img35.jpg	2439	2586
sp06	1081	2148	42	41	sp06_img35.jpg	2439	2586
sp06	1122	2189	40	41	sp06_img35.jpg	2439	2586
sp06	1160	2193	35	53	sp06_img35.jpg	2439	2586
sp06	1066	2224	53	59	sp06_img35.jpg	2439	2586
